time,user,place,text
Sat Jan 01 18:29:42 +0000 2022,BigGates09,"West Point, MS",Why I always get the tender mfs \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/UcJbePNGL5
Sat Jan 01 18:29:42 +0000 2022,tammyrich_,"Detroit, MI",I understand this shit now
Sat Jan 01 18:29:42 +0000 2022,ProjectJosiee,"Riverside, CA",Met @SvddenGi last night and my heart LITERALLY EXPLODED
Sat Jan 01 18:29:42 +0000 2022,mravantcentre,"Durham, NC",@AwldSossige I choose not to be annoyed by it because there\xe2\x80\x99s nothing to be done about it. Tbh
Sat Jan 01 18:29:42 +0000 2022,RonLoxton,"Cambridge, Ontario","Well it's impossible to get a test, so there's that."
Sat Jan 01 18:29:42 +0000 2022,yeosangIover,"Victorville, CA",Day 27 \nDaily I love hendery tweet https://t.co/jrWhph4PKk
Sat Jan 01 18:29:42 +0000 2022,MorleyCelticFC,"England, United Kingdom",Happy New Year \xf0\x9f\x8d\xbe https://t.co/CFRw7carPo
Sat Jan 01 18:29:43 +0000 2022,acrollermom,"Missouri, USA","Thankful for the friends and family who supported me through huge transitions. \n\nLove you \xf0\x9f\x98\x9a @ Johnson County, Missouri https://t.co/KzQmUFrhMm"
Sat Jan 01 18:29:43 +0000 2022,heyyaves,"Rubidoux, CA",I want it I got it \xf0\x9f\x98\x8d https://t.co/cEjotHuHax
Sat Jan 01 18:29:43 +0000 2022,Magics1981,"Green, OH",@AngieSee21 So happy to not have to watch Brian Kelly anymore
Sat Jan 01 18:29:43 +0000 2022,big_felladrink1,"Indianapolis, IN",Oh nice \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb
Sat Jan 01 18:29:43 +0000 2022,tommyhigham,"Larissa, Greece","@PalaeoHan @UniofNottingham Great to hear Hannah! Well done, I hope you have a great professorial career!"
Sat Jan 01 18:29:43 +0000 2022,dustanddisquiet,"Manchester, VA",10 Bands / Artists to know me:\n1. @caspian\n2. The Ramones \n3. The White Stripes \n4. Jack White \n5. The Stooges \n6. @Glen_Hansard \n7. Texas Is The Reason @TXisthereason \n8. Unwound @therealunwound \n9. @foofighters\n10. Nirvana
Sat Jan 01 18:29:43 +0000 2022,WilliamLeeRich,"Arkansas, USA","This is horrendous. 5 starters out on defense for Penn State, run the same damn plays every drive. They don\xe2\x80\x99t have to switch their schemes on the d-line or change coverages. You\xe2\x80\x99d think a coordinator would take advantage of that."
Sat Jan 01 18:29:43 +0000 2022,Maritza98178870,"Houston, TX",@ASUchangemaker @GinaGaston13 Happy New Year @GinaGaston13 https://t.co/NNpmguW6Dm
Sat Jan 01 18:29:43 +0000 2022,The18Show,"Arkansas, USA",@DrDisrespect These are so underrated
Sat Jan 01 18:29:43 +0000 2022,yahi_chahtythy,Bahria Town Phase VII,@LailaHakem @Shandanayy Yess
Sat Jan 01 18:29:44 +0000 2022,TigerWolfPix,"New Hampshire, USA",@GovAbbott @TexasDSHS @TDEM So you are publicly admitting what a deep fucking failure you and your \xe2\x80\x9cpolicies\xe2\x80\x9d are. You\xe2\x80\x99re a disgrace.
Sat Jan 01 18:29:44 +0000 2022,Yuli_97BSBCRFAN,"San José, Costa Rica","Happy New Year 2022 @nickcarter to you and your family, sending hugs from Costa Rica \xf0\x9f\x87\xa8\xf0\x9f\x87\xb7\n\n#bsbcrfans #bsbarmy"
Sat Jan 01 18:29:44 +0000 2022,Chad_Edwardz,"Mississippi, USA",@jallen1985 @LynnFitchAG another clown
Sat Jan 01 18:29:44 +0000 2022,FourWitTheFive,"Tampa, FL",That\xe2\x80\x99s OBT lol
Sat Jan 01 18:29:44 +0000 2022,Tylaneee,"Houma, LA",Wake up it\xe2\x80\x99s the first of the month
Sat Jan 01 18:29:44 +0000 2022,geoffreybest,"St. John's, Newfoundland and Labrador","""""Divisionalism"" | Neo-Impressionist | painting | \'Vessels of Feat\'"" - made with @NightCafeStudio \n\nhttps://t.co/JcvFE4e8bz\n\n#aiart #nightcafe #digitalart https://t.co/JcvFE4e8bz https://t.co/r2rP9qHLTT"
Sat Jan 01 18:29:44 +0000 2022,HimUpreti,Pallikaranai,"#1 Cut down on materialistic desires. \n\nWatch the \xe2\x80\x9cMinimalism\xe2\x80\x9d documentary if not already.\n\n""\xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xa5\xe0\xa5\x87, \xe0\xa4\xb9\xe0\xa4\xae \xe0\xa4\x96\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa5\x87\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x87""\n\nThat\xe2\x80\x99s one learning. \nSee you tomorrow! https://t.co/5Ga9s6q0bc"
Sat Jan 01 18:29:44 +0000 2022,steviestets,"Delaware, USA",@mortenjust Universal Clipboard https://t.co/pfvLNysifS
Sat Jan 01 18:29:44 +0000 2022,bstoffel350,"South St Paul, MN",@SkolGriswold @GarretWATO 34 is gonna be a heatwave
Sat Jan 01 18:29:44 +0000 2022,banreportcards,"Ottawa, Ontario","@HaplogroupNews I am uncertain of what, if anything, you are promoting, within the text.  The entire message of CRT is very confusing in and of itself.  You don't have to reply to me, of course. I'm wondering what is the message of the text, too. Happy New year."
Sat Jan 01 18:29:44 +0000 2022,NathanStall,"Toronto, Ontario",This perfectly captures the confusion and questions being asked by many #Ontario parents of school-aged children.
Sat Jan 01 18:29:44 +0000 2022,LiaquatRafique,"Islamabad, Pakistan",@Boomerpapa1 @machminer Over powered on wet slippery Road\xe2\x80\x94
Sat Jan 01 18:29:44 +0000 2022,JustUrAvgFlyGuy,"Pennsylvania, USA",Words to live by \xf0\x9f\x92\xaf
Sat Jan 01 18:29:44 +0000 2022,inthecutcm,"West Covina, CA",@Ladybellesfic @groove_sdc My darling Betty.
Sat Jan 01 18:29:44 +0000 2022,TomGreeneWriter,"Paradise, NV",@blakeaburge How do you get that kind of data from a peloton?
Sat Jan 01 18:29:44 +0000 2022,whatuplakerss,"Houston, TX",Winner of Gulf Coast classic goes to the swac championship!!! Either JSU or AAMU coming out the east
Sat Jan 01 18:29:45 +0000 2022,hotmesshausplnt,"Eugene, OR","After the hell that was 2021, 2022 is sure starting off on a high note. Probably the best new years I've had, ever \xe2\x98\xba\xef\xb8\x8f"
Sat Jan 01 18:29:45 +0000 2022,Icess,"Houston, TX",@islaisreading @ScrivenerApp Oh I rode that free trial hard!
Sat Jan 01 18:29:45 +0000 2022,txswede2010,"Southlake, TX","@rogertansey Not just Trump, all of them. \n\nKnock off five years from each john she testifies against, with no less than 10 years in prison for her?"
Sat Jan 01 18:29:45 +0000 2022,MRMR_RM96,"Giza, Egypt","Have some mercy on each other, you don't know anyone's struggles, insecurties and fears. You don't know anyone's whole story, even if you had the chance to know a part of it, you will never know it all. Always choose to be kind, you don't know what others are going through.\xe2\x9d\xa4\xf0\x9f\x8c\xbf"
Sat Jan 01 18:29:45 +0000 2022,audreyawest,"Dallas, TX",some people didn\xe2\x80\x99t deserve to know me the way that they did
Sat Jan 01 18:29:46 +0000 2022,ElleBelle_428,"Huron, OH",Starting off 2022 with house projects
Sat Jan 01 18:29:45 +0000 2022,luca_at_lax,"Los Angeles, CA","Last night\xe2\x80\x99s NYE special, 9H-PPE, the NHS A340-600, still wearing the base colors of her former operator, Virgin America, departing LAX for Bournemouth around 1500L\n\n#9HPPE\n@JetTipNet \n@flyLAXairport \n#ThankYouNHS\n#A340600 https://t.co/FheuleRmt0"
Sat Jan 01 18:29:46 +0000 2022,bbydarthvader,"San Antonio, TX",@Laura_Vegaaa I KNOW \xf0\x9f\x92\x80\xf0\x9f\x98\x82
Sat Jan 01 18:29:46 +0000 2022,exoticwoods,"Carlsbad, CA",HAPPY NEW YEAR!\n-\nHOLIDAY ONLINE SALE: SELECT STOCK 10-60% OFF! (12/24-1/3)\n-\nSee link in our Instagram bio or visit our website to order (https://t.co/9l5pnLY5RV)\n-\n#2021tehholidaysale #exoticwood @ Tropical Exotic Hardwoods https://t.co/kayggqHxGh
Sat Jan 01 18:29:46 +0000 2022,StressKiller13,"Mukono, Uganda",@prettylili10 I prefer the last one
Sat Jan 01 18:29:46 +0000 2022,Adam_Creighton,"Secaucus, NJ","The Covid Insanity Has to End\n""Trying to strong-arm reluctant people into compliance with increasingly irrational protocols is not working"" https://t.co/doisWKmChv"
Sat Jan 01 18:29:46 +0000 2022,Franciscokid1,"Arkansas, USA",@CollectTheCards Got a ssp dm me if interested. https://t.co/mYJkbDqYY8
Sat Jan 01 18:29:46 +0000 2022,Jesse95702567,"Galion, OH",@BOSS365ALLIN You are so beautiful
Sat Jan 01 18:29:46 +0000 2022,twinsmiths,"Charlotte, NC",@kate_actually @jeffNDfan Of course you\xe2\x80\x99re right\xe2\x80\xa6I\xe2\x80\x99ll start now https://t.co/ISGtkakFUk
Sat Jan 01 18:29:46 +0000 2022,rhettro_boomin,"College Station, TX",I call her Lyndon the way she B on my Johnson https://t.co/H8rasho0aE
Sat Jan 01 18:29:46 +0000 2022,Azel100x,"Beylikdüzü, İstanbul",Buy THE DIP!!! #shinja\n#SHINJAISTHENEXT1000X\n43K HOLDERS\xf0\x9f\xa5\xb7\xf0\x9f\x9a\x80\xf0\x9f\xa5\xb7\xf0\x9f\x9a\x80\xf0\x9f\x94\xa5\n(50K.2sekstlyonWILL BE BURNED)\n#Shibnobi\n#Metamask\n#Uniswapv2\n#Binance\n#shiba\n#BNB\n#BTC\n#CoinMarketCap\n#CoinGecko\n#Ethereum\n#ETH\n#BabyDoge\n#metavarse\nContract Address\n0xab167e816e4d76089119900e941befdfa37d6b32 https://t.co/uwUzCcSUvD
Sat Jan 01 18:29:47 +0000 2022,drjanl,"Coconut Creek, FL","@cpickers02 @NikkiFried Lots to be angry about Charlie's not too bad, though I prefer Nikki"
Sat Jan 01 18:29:47 +0000 2022,itravel_ishoot,"Indianapolis, IN",@AlanDaviesbirds Happy new year Alan
Sat Jan 01 18:29:47 +0000 2022,SOLOCOOK,"Chicago, IL",@Ballislife His touch with the shot at that age is undefeated.
Sat Jan 01 18:29:47 +0000 2022,lilbittybit__,"Asheville, NC",@LiquidsSon Praise!!!! I got rocket fuel/demons on video &amp; I\xe2\x80\x99ve already watched it like three times \xf0\x9f\x98\x85
Sat Jan 01 18:29:47 +0000 2022,bewbtubez,"Miraflores, Peru",Well apple is being kinda shitty and not approving the app because they arent earning any money from it. I guess the next step is making it free for the public.
Sat Jan 01 18:29:47 +0000 2022,511NY,"Queens, NY",Updated: Incident on #RLine SB at Northern Blvd https://t.co/5h97zWPGZq
Sat Jan 01 18:29:47 +0000 2022,TicoSoto,"New Orleans, LA","Just posted a photo @ New Orleans, Louisiana https://t.co/SLvt6Wbiy0"
Sat Jan 01 18:29:47 +0000 2022,jpep20,"Philadelphia, PA",@Nr1FunInTheSun It was the scene that made me fall in love with the show
Sat Jan 01 18:29:48 +0000 2022,DerrickMuindi,"Eastern, Kenya",What are your predictions .. #Brazil
Sat Jan 01 18:29:48 +0000 2022,cindy_cdr13062,"Georgia, USA",Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/BIKRKnDYaX
Sat Jan 01 18:29:48 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia",@kucoincom \xf0\x9f\x9a\xa8#saitama to the moon! We are the champions \xf0\x9f\x93\x88\xf0\x9f\x9a\x80\xf0\x9f\x98\x89\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n#saitamask\n#Wolfpack\n#SaitaCity\n@saitamapersian\n@InuSaitama\xf0\x9f\x90\xba\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xe2\x9c\x85...
Sat Jan 01 18:29:47 +0000 2022,AHboysSoccer,Harry B. Orem Stadium,"WOW! Thank you @clemenssoccer and @AHSDAWGS for participating in our @AHboysSoccer New Year\xe2\x80\x99s Eve Friendlies! Amazing teams, great coaches and incredible competition! Good luck to you all going into 2022 \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbc #MulesUp @AHISDAthletics @AHHSmules @AHISD https://t.co/lKmEmWcb99"
Sat Jan 01 18:29:48 +0000 2022,Zeshan_Syed_,"Ajman, United Arab Emirates",Not me being unapproachable and then crying about how no one talks to me.
Sat Jan 01 18:29:48 +0000 2022,Indocaribe,Trinidad and Tobago,Happy New Year \xf0\x9f\x8e\x89\xf0\x9f\x8e\x8a\xf0\x9f\x92\x99
Sat Jan 01 18:29:48 +0000 2022,stillwithblue_,"Manhattan, NY",i like this a lot \xf0\x9f\x92\x9c\n\nshuffle your @BTS_twt playlist and the song that comes up is your vibe for the new year https://t.co/aJNZG7kZd0
Sat Jan 01 18:29:48 +0000 2022,Chandra16454894,"Allahabad, India","#HappyNewYear2022\n#happynewyear2022wishes\n#HappyNewYear \n\nYear 2022 \nin which \n2+0+2+2= 6\n\nAccording to Indian astrology \nnumber 6 is related with divine power VENUS , reprinting wealth &amp; happiness."
Sat Jan 01 18:29:49 +0000 2022,ThoseWhoSitUpon,"Beavercreek, OH",@TheUSASingers Truly.
Sat Jan 01 18:29:49 +0000 2022,Kinda_Yobra,"Rift Valley, Kenya",@itsyvonee___ Must be nice\xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:29:49 +0000 2022,AdameSylvia,"San Antonio, TX",@TeamLopeOnBB @EBraeden This is how you start a New Year!!! So full of Joy!!! Happy New Year \xe2\x9d\xa3\xef\xb8\x8f
Sat Jan 01 18:29:49 +0000 2022,Zyyfootwears,"Abuja, Nigeria","Errrm, @Olisa3loka tell your people for AEDC say dey we dey greet them.\n\nThey\xe2\x80\x99re doing well, light has been steady.\n\nEhen, no be only when we no see light we go dey para for una."
Sat Jan 01 18:29:49 +0000 2022,rafagrassetti,"California, USA",@pascalblanche i like how you think
Sat Jan 01 18:29:49 +0000 2022,tapkengot,"Busia, Kenya","@NdunguWainaina @DavidNdii The professional who are suppose to deal with covid analysis are medical laboratory officers,public health officers and epidemiologists, but due to reasons best known to us, we know those who want PR stunts"
Sat Jan 01 18:29:49 +0000 2022,wmcaldwell70,"Mississippi, USA",Gotta Have Some College Football &amp; Pork on NYD!!! #HappyNewYear2022 @McLante @Cade_Caldwell83 @charlsi_03 https://t.co/wk3Y8lytlO
Sat Jan 01 18:29:50 +0000 2022,sofaygo__,"Milwaukee, WI",zo\xe2\x80\x99s and gelo\xe2\x80\x99s girls so fine
Sat Jan 01 18:29:50 +0000 2022,allensonarmory,"Pinetop, AZ","@AuthorElyseC @SusanJenniferH1 @Kiraofthewind1 @annyinacastle @EdenSolera @The13thZ @byamberelzinga @TEcrusar @juniper_lake @CydSidney @sharp_deer @SkyeKelrose @aebennettwrites @silverjoys @LilyLuchesi @MiguelPizzuto86 @Basilisk_Art @Starkun257 @Ethan_Edwards26 @DanFitzWrites @5FeetofRedFury @MBlackrane @QuillQuestions @Leslie_AnnMoore @RosanthaTindall @rivertowndiary @Audasaurus_Rex @Amanda_N_Newman @MaximeJaz @KLPatAuthor @Areaer_Novels @IForestspirit I remember that, cut out an entire character and half the book, redesigned Irae completely."
Sat Jan 01 18:29:50 +0000 2022,DeniseEliCruz,"Houston, TX",And I'm crying
Sat Jan 01 18:29:50 +0000 2022,thecurvyjones,"Atlanta, GA",Yes. Happy new year Ms. Grier
Sat Jan 01 18:29:50 +0000 2022,A69447679Ali,"Jeddah, Kingdom of Saudi Arabia",Join me in my Space! https://t.co/emlV3DctRP \n0550993262
Sat Jan 01 18:29:50 +0000 2022,ebcinpa,"Pennsylvania, USA","According to reports, Ben Simmons\xe2\x80\x99 wedding was going to be inside but he passed on that . https://t.co/tbKnyXIBsJ"
Sat Jan 01 18:29:50 +0000 2022,simontrose,"Houston, TX",@allynwest How many are metaphorical?
Sat Jan 01 18:29:50 +0000 2022,kidd_tata,"Lady Lake, FL",Happy New Years 2022 https://t.co/AYrMIDAT97
Sat Jan 01 18:29:50 +0000 2022,BenHubbb,"Hampton Beach, NH","@TrashTalkPats I agree, I think we beat colts another time around, bills is 50-50 toss up again and bengals on a good day there will fuck us up but a bengal off day they are very beatable because they beat themselves often"
Sat Jan 01 18:29:51 +0000 2022,brandihuestis,"San Antonio, TX",Me once I finish my forklift certification training for work
Sat Jan 01 18:29:51 +0000 2022,mrgoss,"Mississippi, USA",@Coach_Hall7 I like your new profile pic ! A good wife is vitally important to a man\xe2\x80\x99s success. SMTTT!
Sat Jan 01 18:29:51 +0000 2022,MissMpinzone,"Florence, Tuscany","Mine is LMFAO: ""Party Rock Anthem""\n(16/07/2011)\n\nNot sure what to think about it \xf0\x9f\x98\x85"
Sat Jan 01 18:29:51 +0000 2022,the_jamie,"Houston, TX",Just posted a photo @ Craft Burger https://t.co/LxQKJKGo5W
Sat Jan 01 18:29:51 +0000 2022,BrooksDemarkest,"North Las Vegas, NV",@jeffuncutt Okay that's wussup \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f
Sat Jan 01 18:29:51 +0000 2022,gravyvoice,"Klamath Falls, OR","\xe2\x80\x9cLive in the sunshine, swim the sea, drink the wild air.\xe2\x80\x9d - Ralph Waldo Emerson \xe2\x9d\x84\xef\xb8\x8f #HAPPYNEWYRAR #2022 \n#LAgirl \n#LOVE\n#snowlettering @ Klamath Falls, Oregon https://t.co/OKNO9LToW8"
Sat Jan 01 18:29:51 +0000 2022,omithehomie,"Accra, Ghana","Imagine they actually get to Accra Stadium, they put on gloves, they're about to beat down each other then two mics are thrown to them and they start Singing Hosanna and hug each other \xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f"
Sat Jan 01 18:29:52 +0000 2022,Bandwagonfanpod,"Palatine, IL",@LegendSchaffer5 @ChamytheKind Far Sector is pure gold. One of the best series out there. \xf0\x9f\x94\xa5\xf0\x9f\x92\x9a\xf0\x9f\x94\xa5\xf0\x9f\x92\x9a\xf0\x9f\x94\xa5
Sat Jan 01 18:29:52 +0000 2022,larue_d_c,"Manhattan, NY",@SteveGrahamOhio Disco lives
Sat Jan 01 18:29:52 +0000 2022,TeddyGeauxinue,"Tampa, FL",Can we leave loafers in 2021??
Sat Jan 01 18:29:52 +0000 2022,Ugur_Bicer55,"Samsun, Türkiye","@WClementeIII I request you to review #bPRIVA.  In January, there are wallet, game, stock market news.  It can be a good investment opportunity with low supply and low mcap.  waiting for your feedback.\n#bpriva @PrivappNetwork\n #web3\n #BSCGems\n Next 100x project \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80 https://t.co/kS9pA75vJy"
Sat Jan 01 18:29:52 +0000 2022,JayPNdayisabye,Rwanda,The things I've learnt as positive effect of COVID-19 era is that  people have found more values of their homeland and use of available  technologies  !!! https://t.co/2OdiLK1YCC
Sat Jan 01 18:29:52 +0000 2022,KappaGirl97,"Mechanicstown, NY",@Jayecane Claiming!! https://t.co/YW4yevUBMQ
Sat Jan 01 18:29:52 +0000 2022,deshaamonae,"Nashville, TN",oop not it\xe2\x80\x99s a tornado watch
Sat Jan 01 18:29:52 +0000 2022,SuperMcfagbag,"Federal Way, WA",@shanetold you gotta get @veganeggma on the show!
Sat Jan 01 18:29:52 +0000 2022,RajkumarPintu6,"Mumbai, India",@valiaflou So cute
Sat Jan 01 18:29:53 +0000 2022,dustincountry,"Nashville, TN",@EmmitMartin2 Excuse me?! \xf0\x9f\xa4\xa3
Sat Jan 01 18:29:53 +0000 2022,313_4859,"Detroit, MI",Just posted a video @ BB'S DINER https://t.co/aUeb9rpA4f
Sat Jan 01 18:29:53 +0000 2022,Andeeevalencia,"Ventura, CA",I have two tickets to the laker game on Tuesday and idk if I should sell them \xf0\x9f\x98\xa9 I ain\xe2\x80\x99t trying to catch COVID
Sat Jan 01 18:29:53 +0000 2022,jamesbhyatt,"Hermosa Beach, CA","@DoctorHenryCT Oh, he understands."
Sat Jan 01 18:29:53 +0000 2022,soulhostess,"Seattle, WA",GOOD MORNING 2022 https://t.co/77tYU5ngLd
Sat Jan 01 18:29:53 +0000 2022,RealApolloQ2,"West Allis, WI",Both of my Kids gone have it Honestly! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf \xf0\x9f\x92\xab
Sat Jan 01 18:29:53 +0000 2022,lee_chris04,"Iowa, USA",We have receivers right? Like Petras knows he can throw farther than 4 yards right?
Sat Jan 01 18:29:53 +0000 2022,StevenH82349089,"Welcome, SC",Thursday. This week.\nMy son. Back home.
Sat Jan 01 18:29:54 +0000 2022,5GoneBadd,"Oklahoma City, OK","Imma say this again, i hate last minute shit man\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f"
Sat Jan 01 18:29:54 +0000 2022,Zenoxx69,"Oklahoma City, OK",@arashi_takemoto @Tredain Fappy Nude Deer from OKC\xc2\xa1
Sat Jan 01 18:29:54 +0000 2022,CantKillCash,"Dallas, TX",List her number locally on Craigslist for ps5 for $300 I got something for this bitch
Sat Jan 01 18:29:54 +0000 2022,lispiesqhotmail,"Huntington Beach, CA",.\n.\n\n\xf0\x9f\x98\xb5\xe2\x80\x8d\xf0\x9f\x92\xabN T\xf0\x9f\x85\xb0\xef\xb8\x8fPE\n\nThey $CRE\xf0\x9f\xa6\xa7\xf0\x9f\x90\x98\n\nabout B\xf0\x9f\xaa\x84DEN  Pres.:\n\n\xe2\x80\x9cKill It in the CR\xf0\x9f\x95\xafB\xe2\x80\x9d\n\n.\n.\n.\n\xf0\x9f\xaa\xa6\xf0\x9f\xa4\xb1\xf0\x9f\x8f\xbb \xf0\x9f\x92\xa3\xf0\x9f\x9a\xac
Sat Jan 01 18:29:53 +0000 2022,GaryHigginsArt,"Manhattan, NY",New Year; New Work! Acrylic on Paper 24\xe2\x80\x9dx 36\xe2\x80\x9d #newyearnewwork #bobmarley #music #art #tones #legend #guitar #vibes #melanin #newart #ilovewhatido #blackart #buyblack #nyc #warm #tryingnewthings #retrovibes #purple #gold #blue #rust #available https://t.co/djXWUeqXs4
Sat Jan 01 18:29:54 +0000 2022,VikashKP1652,"Chirmiri, India",Today is the first blank page of a 365 - page book. Write a good one.\n\n#HAPPYNEWYEAR2022 https://t.co/KOcqj5feEZ
Sat Jan 01 18:29:54 +0000 2022,KyHossKitty,"Kentucky, USA",@jlhenry137 I always got faith! \xf0\x9f\x92\x99\xf0\x9f\xa4\x8d\xe2\x9d\xa4\xef\xb8\x8f
Sat Jan 01 18:29:54 +0000 2022,BoozeBumps,"Federal Capital Territory, Nigeria",Damn Lanzini went hard on that 2nd goal
Sat Jan 01 18:29:54 +0000 2022,BenMikell_FW,"Oxford, MS",One thing I hated to hear over my Twitter absence was the passing of OHS-alum Harrison Hopper. Great kid. Wouldn\xe2\x80\x99t hurt a fly (except defenders on the football field). He\xe2\x80\x99s gonna be missed my many.
Sat Jan 01 18:29:54 +0000 2022,friendofkatevo,"Shoreline, WA",@_LaynaTime @fanzen_com Happy new years to you too Layna
Sat Jan 01 18:29:54 +0000 2022,harryruiz,"Las Vegas, NV","Last #RAIDERS TD call of 2021 for me, hopefully there's many more to come in 2022! #RAIDERNATION"
Sat Jan 01 18:29:54 +0000 2022,Mayberrymidd,"Boston, MA","I honestly forgot, I just seen the Video"
Sat Jan 01 18:29:54 +0000 2022,SerenaM___,Lungolago di Lecco,Kicking off 2022 with some stunning views \xf0\x9f\x98\x8d\xe2\x9c\xa8 https://t.co/JeGlSfb5UT
Sat Jan 01 18:29:55 +0000 2022,Kali_dream27,"Delaware, USA",@MetaSnacks Lmaoooooo too of the biggest clout chasers in recent memory \xf0\x9f\x98\xad\xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:29:55 +0000 2022,RickWeiss5,"Pennsylvania, USA","Well, the left and all that."
Sat Jan 01 18:29:55 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia",@kucoincom \xf0\x9f\x9a\xa8#saitama to the moon! We are the champions \xf0\x9f\x93\x88\xf0\x9f\x9a\x80\xf0\x9f\x98\x89\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n#saitamask\n#Wolfpack\n#SaitaCity\n@saitamapersian\n@InuSaitama\xf0\x9f\x90\xba\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xe2\x9c\x85\xd8\x8c
Sat Jan 01 18:29:54 +0000 2022,BrianGrier44,"Charlotte, NC",Year 1 https://t.co/TPQ74258yd
Sat Jan 01 18:29:55 +0000 2022,shelovestino,"Chicago, IL",Hey Siri Play \xe2\x80\x9cNever stop\xe2\x80\x9d by future
Sat Jan 01 18:29:55 +0000 2022,stlDenise3D,"Fenton, MO",@verifiedmom Aw crap.
Sat Jan 01 18:29:55 +0000 2022,ayo_gael,"Manhattan, NY","Travis Scott posting on social media again is giving \xe2\x80\x9cnew year, new me\xe2\x80\x9d energy"
Sat Jan 01 18:29:55 +0000 2022,Sillealceleste,"Mississauga, Ontario","#HappyNewYear , keep moving forward!! \xf0\x9f\xa5\x82 https://t.co/v3vzitr1xS"
Sat Jan 01 18:29:55 +0000 2022,Rhapder,"Davidson, NC",@ChinofRockhold No he doesn\xe2\x80\x99t\xf0\x9f\x98\xad
Sat Jan 01 18:29:55 +0000 2022,blackoutpete,"East Meadow, NY",@SadiettStage @CrissAngel You are very much valued and appreciated. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb
Sat Jan 01 18:29:55 +0000 2022,BeeraTorium,"George Mason, VA",@LauraSavino747 They do make you smile! #avgeeks
Sat Jan 01 18:29:55 +0000 2022,kaylllareann,"San Antonio, TX",officially gloday month \xf0\x9f\x98\x8b
Sat Jan 01 18:29:55 +0000 2022,TR1N1TY3,"Brookfield, IL","@deftonesfreek Why thank you, friend! I just went out to buy heavier duty boots and gloves to help with #snow shoveling. #homeowner"
Sat Jan 01 18:29:55 +0000 2022,Azel100x,"Beylikdüzü, İstanbul",@reylarsdam @LauraDoodlesToo Buy THE DIP!!! #shinja\n#SHINJAISTHENEXT1000X\n43K HOLDERS\xf0\x9f\xa5\xb7\xf0\x9f\x9a\x80\xf0\x9f\xa5\xb7\xf0\x9f\x9a\x80\xf0\x9f\x94\xa5\n(50K.2sekstlyonWILL BE BURNED)\n#Shibnobi\n#Metamask\n#Uniswapv2\n#Binance\n#shiba\n#BNB\n#BTC\n#CoinMarketCap\n#CoinGecko\n#Ethereum\n#ETH\n#BabyDoge\n#metavarse\nContract Address\n0xab167e816e4d76089119900e941befdfa37d6b32 https://t.co/Or70pyjxgs
Sat Jan 01 18:29:55 +0000 2022,lammyski1,"Alagbado, Nigeria",@90sSophie @ObongRoviel Ph boy
Sat Jan 01 18:29:55 +0000 2022,djcaesah,"Georgia, USA",Great way to start #2022 all four #airbnb currently booked with happy  guest\nLove it when a plan comes together @ Dabomb Sports Bar https://t.co/MNPHQUHyZX
Sat Jan 01 18:29:55 +0000 2022,queenmidalah,"Pennsylvania, USA",Day 1- Bias in sunglasses #30daybiaschallenge #kimkyujong #ss501 https://t.co/VQ7iQbZL9c
